Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2018/07/03,,,-9.43,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/07/03,,,-6.25,Signature purchase,false,JW MARRIOTT GRAND RAPI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/07/02,,,-1.99,Signature purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,,,,,,
2018/07/02,,,-1.99,Pin purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/02,,,-1.99,Pin purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/02,,,-1.99,Pin purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/02,,,-1.99,Pin purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/02,,,-1.99,Pin purchase,false,GOOGLE *CMB,Cmb,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/02,,,-5.77,Signature purchase,false,SQ *DEJA BREW COFFEE BA,Deja Brew Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/07/02,,,-6.44,Signature purchase,false,MCDONALD'S M2657 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/07/02,,,-40.50,Signature purchase,false,BP#9679424FRANKLIN BP    GRAND RAPIDS MI,Bp 9679424Franklin Bp Grand Rapids Mi,Uncategorized,Unknown,,,,,,,
2018/07/02,,,-365.00,ACH,false,DEBIT FOR  VENMO            PAYMENT     CO REF- 1174862636,Venmo Payment,Financial,Money Transfers,,,,,,,
2018/07/02,,,-5.00,Pin purchase,false,GOOGLE *SVCSAPPS_thingste,Svcsapps_Thingste,Business,Business Services,,Mountain View,CA,"",37.29119,-121.89304,
2018/07/01,,,-52.00,Signature purchase,false,YMCA OF GREATER GRAND,Ymca of Greater Grand,Sports & Fitness,Memberships,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/30,,,-5.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/30,,,-19.69,Pin purchase,false,GOOGLE *Niantic Inc,Niantic,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/30,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/30,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/30,,,-33.78,Signature purchase,false,TERRA RESTAURANT,Terra Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/30,,,-9.99,Signature purchase,false,GOOGLE *Tinder,Tinder,Technology,Online Services,,,,,,,
2018/06/30,,,0.01,Interest credit,false,IOD INTEREST PAID,Interest Credit,Income,Interest,,,,,,,
2018/06/29,,,-4.85,Signature purchase,false,MCDONALD'S M6183 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/29,,,-5.50,Signature purchase,false,SQ *LYON STREET CAFE,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/29,,,-5.50,Signature purchase,false,SQ *LYON STREET CAFE,Lyon Street Cafe,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/29,,,-3.50,Signature purchase,false,"CITY OF GRAND RAPIDS,M",City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/29,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/29,,,1851.18,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,,,
2018/06/28,,,-60.00,Signature purchase,false,AIAIAI ApS,Aiaiai ApS,Culture,Music,,,,,,,
2018/06/28,,,-18.72,Signature purchase,false,BISTRO BELLA VITA,Bistro Bella Vita,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/28,,,-6.72,Signature purchase,false,JW MARRIOTT GRAND RAPI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/27,,,-29.46,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/27,,,-30.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/26,,,-20.94,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/26,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/26,,,-9.95,Signature purchase,false,"MOVIEPASS, INC",Moviepass,Technology,Online Services,,New York,NY,10013,40.72067,-74.00526,
2018/06/26,,,-19.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/24,,,-36.00,Signature purchase,false,SHIPT*TIP 8446444,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/24,,,-3.07,Signature purchase,false,SHIPT*BALANC 8446444,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/24,,,-178.22,Signature purchase,false,SHIPT*ORDER,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/23,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/23,,,-38.61,Signature purchase,false,HARMONY BREWING COMPANY,Harmony Brewing Company,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/23,,,-35.00,Signature purchase,false,GOOGLE *YouTube TV,YouTube TV,Technology,Online Services,,,,,,,
2018/06/23,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/23,,,-19.10,Signature purchase,false,WOLFGANGS RESTAURANT,Wolfgangs Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/22,,,-50.00,Signature purchase,false,BRINDLE AND BLONDE-SYDN,Brindle and Blonde,Personal,Hair,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/22,,,-8.68,Signature purchase,false,Subway Restaurant,Subway Restaurant,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/22,,,-10.02,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/22,,,-200.00,Bill payment,false,Payment to Auto Insurance,Payment to Auto Insurance,Transportation,Auto Insurance,,,,,,,Auto Insurance Payment
2018/06/22,,,-46.95,Signature purchase,false,AMAZON MKTPLACE PMTS W,Amazon,Uncategorized,Other Shopping,,Seattle,WA,98104,47.60621,-122.33207,
2018/06/21,,,-28.24,Signature purchase,false,BIG O CAFE,Big O' Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/21,,,-30.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/21,,,-18.00,Signature purchase,false,MISTER CAR WASH #467,Mister Car Wash,Transportation,Auto Services,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/21,,,-4.08,Signature purchase,false,STARBUCKS STORE 02661,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/21,,,-13.54,Signature purchase,false,PANERA BREAD #203726 K,Panera Bread,Food & Drink,Restaurants,,Grand Rapids,MI,02215,42.96695,-85.62612,
2018/06/21,,,-2.00,Signature purchase,false,SQ *DEJA BREW COFFEE BA,Deja Brew Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/21,,,-14.99,Signature purchase,false,GOOGLE *HBO Dig Sv Inc,HBO Now,Technology,Online Services,,,,,,,
2018/06/21,,,-4.45,Signature purchase,false,SQ *DEJA BREW COFFEE BA,Deja Brew Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/21,,,-5.70,Signature purchase,false,MCDONALD'S M2657 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/21,,,-208.80,ACH,false,DEBIT FOR  GREAT LAKES      STUDENT LN  CO REF- 0000,Great Lakes Student Loans,Education,Student Loans,,,,,,,
2018/06/21,,,-29.95,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3633482177,Chase,Financial,Credit Card Payment,,,,,,,
2018/06/21,,,-3.85,Signature purchase,false,GR PARKING METERS,City Parking Meter,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/21,,,-19.42,Signature purchase,false,ADMIRAL PETROLEUM,Admiral,Food & Drink,Alcohol & Bars,"",Grand Rapids,MI,49505,,,
2018/06/21,,,-6.36,Signature purchase,false,TST* CITIZEN,Citizen,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/21,,,-7.30,Signature purchase,false,TST* CITIZEN,Citizen,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/21,,,-29.26,Signature purchase,false,TST* WINCHESTER,Winchester,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/20,,,-5.00,Signature purchase,false,SQ *ROWSTER COFFEE,Rowster Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/20,,,-11.26,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/20,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/20,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/19,,,-29.70,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/19,,,-14.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/19,,,-7.37,Signature purchase,false,Jimmy Johns - 566,Jimmy Johns,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/19,,,-19.99,Pin purchase,false,GOOGLE *Niantic Inc,Niantic,Technology,Software,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/19,,,-3.64,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/19,,,-15.25,Signature purchase,false,AMWAY GRAND PLZ HTL F&B,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/19,,,-4.15,Signature purchase,false,GR PARKING METERS,City Parking Meter,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/18,,,-5.61,Signature purchase,false,JW MARRIOTT GRAND RAPI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/18,,,-5.71,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/18,,,-11.99,Signature purchase,false,HLU*Hulu 64220107-U,Hulu,Technology,Online Services,,,,,,,
2018/06/18,,,-269.28,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3628467524,Chase,Financial,Credit Card Payment,,,,,,,
2018/06/17,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/17,,,-6.30,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/17,,,-5.27,Signature purchase,false,MCDONALD'S M2657 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/16,,,-25.35,Signature purchase,false,BIG O CAFE,Big O' Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/16,,,-19.99,Signature purchase,false,GOOGLE *Niantic Inc,Niantic,Uncategorized,Other Shopping,,,,,,,
2018/06/16,,,-2.49,Signature purchase,false,BIGGBY COFFEE #572,Biggby Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/16,,,-7.50,Signature purchase,false,DOG PIT INC OF MICHIGA,Dog Pit Inc of Michiga,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/16,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/16,,,-8.00,Signature purchase,false,NEST LABS,Nest Labs,Technology,Online Services,,Palo Alto,CA,94304,37.39782,-122.16605,
2018/06/16,,,-229.95,Signature purchase,false,AMZ*Scuf Gaming Inte,Scuf Gaming,Personal,Hobbies,,Suwanee,GA,30024,34.05149,-84.0713,
2018/06/16,,,-8.79,Signature purchase,false,GOOGLE *Niantic Inc,Niantic,Uncategorized,Other Shopping,,,,,,,
2018/06/16,,,-9.99,Pin purchase,false,GOOGLE *Google Music,Google Music,Technology,Online Services,,Mountain View,CA,"",37.29119,-121.89304,
2018/06/15,,,-7.88,Signature purchase,false,GOOGLE *Niantic Inc,Niantic,Uncategorized,Other Shopping,,,,,,,
2018/06/15,,,-116.32,Signature purchase,false,GOOGLE *PROJECT FI,GoogleFi,Utilities,Phone,,,,,,,
2018/06/15,,,-13.99,Pin purchase,false,NETFLIX COM,Netflix,Technology,Online Services,,Los Gatos,CA,"",37.19768,-121.96727,
2018/06/15,,,1807.13,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,,,
2018/06/14,,,-30.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/14,,,-2.79,Signature purchase,false,SH HOSP FOOD PRIORTY H,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/14,,,300.00,ACH,false,Transfer from Chase - Savings 072000326,Transfer from Chase Savings,Income,Other Income,,,,,,,
2018/06/14,,,-5.77,Signature purchase,false,SQ *DEJA BREW COFFEE BA,Deja Brew Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/14,,,-8.20,Signature purchase,false,GR PARKING METERS,City Parking Meter,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/12,,,-8.85,Signature purchase,false,32 MARKET,Spectrum Health,Food & Drink,Restaurants,32 MARKET,River Falls,WI,54022,44.86136,-92.62381,
2018/06/11,,,-3.85,Signature purchase,false,32 MARKET,Spectrum Health,Food & Drink,Restaurants,32 MARKET,River Falls,WI,54022,44.86136,-92.62381,
2018/06/11,,,-12.79,Signature purchase,false,PANERA BREAD #203738 E,Panera Bread,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/11,,,-9.42,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/11,,,-25.20,ACH,false,DEBIT FOR  VENMO            PAYMENT     CO REF- 1132915399,Venmo Payment,Financial,Money Transfers,,,,,,,
2018/06/11,,,-365.00,ACH,false,DEBIT FOR  VENMO            PAYMENT     CO REF- 1132912224,Venmo Payment,Financial,Money Transfers,,,,,,,
2018/06/11,,,-4.00,Signature purchase,false,THE PYRAMID SCHEME,The Pyramid Scheme,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/10,,,-11.00,Signature purchase,false,THE PYRAMID SCHEME,The Pyramid Scheme,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/10,,,-6.00,Signature purchase,false,THE PYRAMID SCHEME,The Pyramid Scheme,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/10,,,-32.00,Signature purchase,false,SHIPT*TIP 8149637,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/10,,,-4.39,Signature purchase,false,SHIPT*BALANC 8149637,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/10,,,-15.13,Signature purchase,false,TST* DONKEY TAQU,Donkey Taqu,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/10,,,-155.66,Signature purchase,false,SHIPT*ORDER,Shipt,Food & Drink,Groceries,,Birmingham,AL,35203,33.52066,-86.80249,
2018/06/10,,,-7.36,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/10,,,-12.08,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/09,,,-43.37,Signature purchase,false,BIG O CAFE,Big O' Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/09,,,206.58,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/09,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NUT,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/09,,,-38.13,Signature purchase,false,DAVID D. HUNTING YMCA,David D Hunting Ymca,Sports & Fitness,Memberships,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/09,,,-4.43,Signature purchase,false,MCDONALD'S M6183 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/08,,,-5.75,Signature purchase,false,SQ *FERRIS COFFEE & NU,Ferris Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49504,42.96336,-85.66809,
2018/06/08,,,-24.58,Signature purchase,false,BIG O CAFE,Big O' Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/07,,,-30.00,Signature purchase,false,SPECTRUM HEALTH KIOSK,Spectrum Health,Health & Medical,Doctor,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/06,,,-15.00,Signature purchase,false,CRESTON BREWERY,Creston Brewery,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/06,,,-6.00,Signature purchase,false,SQ *MADCAP MONROE GOSQ.,Madcap Coffee,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/06,,,-10.02,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/06,,,-3.85,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/06,,,-4.87,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/06,,,-3059.99,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3613201299,Chase,Financial,Credit Card Payment,,,,,,,
2018/06/05,,,-12.00,Signature purchase,false,CITY OF GRAND RAPIDSMIP,City Parking Ramp,Transportation,Parking & Tolls,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/05,,,-18.15,Signature purchase,false,ZELLARS PARTY STORE LLC,Zellars Party Store,Food & Drink,Alcohol & Bars,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/05,,,-14.87,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/05,,,-9.63,Signature purchase,false,JW MARRIOTT GRAND RAPI,Starbucks,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/05,,,-34.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/05,,,-481.99,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3603694923,Chase,Financial,Credit Card Payment,,,,,,,
2018/06/05,,,-1055.75,ACH,false,DEBIT FOR  CHASE CREDIT CRD EPAY        CO REF- 3603682121,Chase,Financial,Credit Card Payment,,,,,,,
2018/06/04,,,3000.00,Check deposit,false,MOBILE DEPOSIT,Check Deposit,Income,Other Income,,,,,,,
2018/06/04,,,-6.30,Signature purchase,false,SQ *PALATTE COFFEE & AR,Palatte Coffee,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49503,,,
2018/06/04,,,-3.00,Fee,false,SURCHARGE FEE,ATM Fee,Fees,ATM Fees,,,,,,,
2018/06/04,,,-50.00,Atm withdrawal,false,INDEPENDENT BAN                          ATM -AT 77 MONROE CENTER NWGRAND RAPIMI,Independent Bank ATM,Uncategorized,Cash,,,,,,,
2018/06/04,,,3.00,Service charge refund,false,REVERSAL SURCHARGE FEE,Reversal Surcharge Fee,Uncategorized,Unknown,,,,,,,
2018/06/04,,,50.00,Argo debit reversal,false,"","",Uncategorized,Unknown,,,,,,,
2018/06/04,,,-3.00,Fee,false,SURCHARGE FEE,ATM Fee,Fees,ATM Fees,,,,,,,
2018/06/04,,,-50.00,Atm withdrawal,false,INDEPENDENT BAN                          ATM -AT 77 MONROE CENTER NWGRAND RAPIMI,Independent Bank ATM,Uncategorized,Cash,,,,,,,
2018/06/04,,,-21.43,Signature purchase,false,TICKETWEB,Pyramid Scheme,Culture,Random Fun,,,,,,,
2018/06/04,,,-8.16,Signature purchase,false,SH HOSP FOOD 25 OTTAWA,Spectrum Health,Food & Drink,Restaurants,,Grand Rapids,MI,49503,42.96336,-85.66809,
2018/06/04,,,-5.51,Signature purchase,false,LUCYS CAFE,Lucys Cafe,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/04,,,-34.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/04,,,-0.99,Signature purchase,false,PARKMOBILE REGIS,Parkmobile Registration,Transportation,Parking & Tolls,,Atlanta,GA,30309,33.79406,-84.38525,
2018/06/04,,,-16.99,Pin purchase,false,GOOGLE *Google Play,Google Play Movies,Culture,Movies,1600 Amphitheatre Parkw,Mountain View,CA,"",37.29119,-121.89304,
2018/06/03,,,-5.04,Signature purchase,false,STARBUCKS STORE 13956,Starbucks,Food & Drink,Coffee & Tea,,Walker,MI,49544,42.99655,-85.75637,
2018/06/03,,,-4.19,Signature purchase,false,STARBUCKS STORE 13956,Starbucks,Food & Drink,Coffee & Tea,,Walker,MI,49544,42.99655,-85.75637,
2018/06/03,,,-20.00,Signature purchase,false,PAYIT  *GR PARKING,City Parking Meter,Transportation,Parking & Tolls,,Kansas City,MO,64108,39.08455,-94.58296,
2018/06/03,,,-7.53,Signature purchase,false,STARBUCKS STORE 13956,Starbucks,Food & Drink,Coffee & Tea,,Walker,MI,49544,42.99655,-85.75637,
2018/06/03,,,-34.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/03,,,-9.99,Signature purchase,false,EPC*FORTNITE,Fortnite,Uncategorized,Other Shopping,,,,,,,
2018/06/03,,,-24.99,Signature purchase,false,EPC*FORTNITE,Fortnite,Uncategorized,Other Shopping,,,,,,,
2018/06/03,,,-10.13,Pin purchase,false,SHELL Service Station,Shell,Transportation,Gas,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/02,,,-12.08,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/02,,,-5.71,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49506,42.94573,-85.61899,
2018/06/02,,,-12.08,Signature purchase,false,SQ *THAT EARLY BIRD,That Early Bird,Food & Drink,Coffee & Tea,"",Grand Rapids,MI,49506,,,
2018/06/02,,,-34.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/01,,,-9.36,Signature purchase,false,TST* CITIZEN,Citizen,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/01,,,-4.43,Signature purchase,false,MCDONALD'S M2657 OF MI,McDonald's,Food & Drink,Restaurants,,Grand Rapids,MI,49505,42.96336,-85.66809,
2018/06/01,,,-3.70,Signature purchase,false,GOOGLE *SVCSAPPS_thing,Svcsapps_Thing,Business,Business Services,,,,,,,
2018/06/01,,,-13.34,Signature purchase,false,SQ *DEJA BREW COFFEE BA,Deja Brew Coffee Bar,Food & Drink,Coffee & Tea,,Grand Rapids,MI,49525,43.0222,-85.61168,
2018/06/01,,,-38.50,Pin purchase,false,MEIJER # 158 1997 EAST BE,Meijer,Transportation,Gas,,Grand Rapids,MI,"",42.96695,-85.62612,
2018/06/01,,,-23.48,Pin purchase,false,MEIJER INC 158 1997 EAST,Meijer,Health & Medical,Prescriptions,"",Grand Rapids,MI,"",,,
2018/06/01,,,-34.43,Protected account transfer,false,Protected Goal Account Transfer,Protected Goal Account Transfer,Financial,Money Transfers,,,,,,,
2018/06/01,,,1853.43,ACH,false,CREDIT FOR SPECTRUM HEALTH  PR PAYMENT  CO REF- 0001-000142628,Spectrum Health,Income,Paycheck,,,,,,,
